work_id,state,district,mp_name,mp_party,lok_sabha_term,work_category,implementing_agency,vendor_name,sanction_date,sanctioned_amount_inr,expenditure_inr,status,completion_date,is_anomaly,anomaly_type
MPLAD102777,Odisha,Cuttack,MP_017,Party_B,18th,Sports Infrastructure,State PWD Division,Vendor_075,2019-05-31,1766920.82,805064.39,Ongoing,,0,none
MPLAD102778,Tamil Nadu,Madurai,MP_125,Party_A,17th,Community Hall Construction,Jal Nigam,Vendor_002,2022-08-12,3960741.14,2622269.85,Ongoing,,0,none
MPLAD102779,Karnataka,Mysuru,MP_019,Party_D,18th,Irrigation Canal Repair,Municipal Corporation,Vendor_113,2021-08-21,2727869.05,794203.88,Ongoing,,0,none
MPLAD102780,West Bengal,Siliguri,MP_032,Independent,18th,School Building Repair,Panchayati Raj Department,Vendor_013,2021-06-20,526791.97,159795.41,Ongoing,,0,none
MPLAD102781,Haryana,Gurugram,MP_126,Party_B,18th,Drinking Water Supply,State Electricity Board,Vendor_054,2023-09-12,995714.74,935060.18,Completed,2024-05-25,0,none
MPLAD102782,Assam,Dibrugarh,MP_131,Party_B,18th,Anganwadi Centre Construction,Jal Nigam,Vendor_092,2023-07-09,1190428.18,383198.1,Delayed,,0,none
MPLAD102783,Kerala,Kochi,MP_108,Party_D,17th,Road Construction,Public Works Department,Vendor_065,2019-06-02,1843495.32,464395.93,Ongoing,,0,none
MPLAD102784,Odisha,Cuttack,MP_039,Party_B,17th,Cremation/Burial Ground Development,Municipal Corporation,Vendor_008,2022-06-20,305886.26,171306.15,Ongoing,,0,none
MPLAD102785,Punjab,Ludhiana,MP_030,Independent,18th,Solar Street Lighting,Public Works Department,Vendor_098,2021-12-06,1301944.66,672253.04,Ongoing,,0,none
MPLAD102786,Madhya Pradesh,Bhopal,MP_084,Party_C,18th,Sports Infrastructure,Municipal Corporation,Vendor_057,2023-02-22,2440855.82,80727.9,Sanctioned - Not Started,,1,fiscal_year_end_dumping
MPLAD102787,Punjab,Ludhiana,MP_149,Party_B,18th,School Building Repair,State PWD Division,Vendor_099,2023-01-29,1825431.77,550882.57,Delayed,,0,none
MPLAD102788,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Irrigation Canal Repair,State Electricity Board,Vendor_001,2019-05-01,813162.75,722842.41,Completed,2019-11-12,0,none
MPLAD102789,Gujarat,Surat,MP_053,Party_D,17th,School Building Repair,State Electricity Board,Vendor_106,2024-04-19,2149315.76,0.0,Sanctioned - Not Started,,0,none
MPLAD102790,Maharashtra,Mumbai,MP_061,Party_A,17th,Library Construction,Jal Nigam,Vendor_051,2024-06-29,1049023.08,984367.39,Completed,2024-09-30,0,none
MPLAD102791,Jharkhand,Jamshedpur,MP_118,Party_B,17th,Irrigation Canal Repair,District Rural Development Agency,Vendor_092,2020-09-08,793306.3,114029.66,Ongoing,,0,none
MPLAD102792,Chhattisgarh,Bilaspur,MP_103,Party_A,17th,Community Hall Construction,Jal Nigam,Vendor_015,2021-06-28,3247024.16,2886738.3,Completed,2022-02-25,0,none
MPLAD102793,Bihar,Patna,MP_050,Party_C,17th,Road Construction,State PWD Division,Vendor_077,2023-08-23,3394484.4,1962339.2,Ongoing,,0,none
MPLAD102794,Gujarat,Ahmedabad,MP_047,Party_C,17th,Irrigation Canal Repair,District Rural Development Agency,Vendor_056,2021-10-09,824672.14,0.0,Sanctioned - Not Started,,0,none
MPLAD102795,Telangana,Hyderabad,MP_041,Independent,17th,Anganwadi Centre Construction,Zila Parishad,Vendor_110,2021-06-26,658249.36,403478.62,Ongoing,,0,none
MPLAD102796,Jharkhand,Ranchi,MP_107,Party_D,17th,Drinking Water Supply,State Electricity Board,Vendor_075,2023-12-28,498443.29,654178.25,Completed,2024-07-28,1,cost_overrun
MPLAD102797,Karnataka,Mysuru,MP_062,Party_D,18th,Road Construction,District Rural Development Agency,Vendor_059,2024-04-05,904958.98,254193.0,Delayed,,0,none
MPLAD102798,Kerala,Kochi,MP_022,Party_B,18th,Community Hall Construction,State Electricity Board,Vendor_058,2021-03-11,3638689.71,1905490.69,Delayed,,0,none
MPLAD102799,Maharashtra,Nashik,MP_011,Independent,17th,Cremation/Burial Ground Development,State Electricity Board,Vendor_112,2024-09-30,329255.85,284245.83,Completed,2024-09-30,0,none
MPLAD102800,Madhya Pradesh,Bhopal,MP_084,Party_C,18th,Health Sub-Centre Upgrade,State PWD Division,Vendor_095,2022-05-21,2099560.61,1832876.44,Completed,2023-03-19,0,none
MPLAD102801,Haryana,Gurugram,MP_138,Party_B,18th,Health Sub-Centre Upgrade,Zila Parishad,Vendor_081,2019-04-16,2551707.73,0.0,Sanctioned - Not Started,,0,none
MPLAD102802,Telangana,Hyderabad,MP_142,Party_C,18th,School Building Repair,Jal Nigam,Vendor_069,2021-05-13,1561843.17,1419380.84,Completed,2021-10-15,0,none
MPLAD102803,Madhya Pradesh,Indore,MP_150,Party_D,18th,Drainage System,Zila Parishad,Vendor_021,2024-09-15,1261117.91,0.0,Sanctioned - Not Started,,0,none
MPLAD102804,Haryana,Gurugram,MP_126,Party_B,18th,Community Hall Construction,District Rural Development Agency,Vendor_091,2019-12-03,3760047.33,3694612.29,Completed,2020-07-16,0,none
MPLAD102805,Odisha,Cuttack,MP_079,Party_B,18th,Sports Infrastructure,State Electricity Board,Vendor_038,2020-12-12,2322641.26,1878188.36,Completed,2021-10-07,0,none
MPLAD102806,Odisha,Cuttack,MP_010,Independent,18th,Drainage System,State PWD Division,Vendor_039,2020-01-16,1087305.65,517309.06,Delayed,,0,none
MPLAD102807,West Bengal,Kolkata,MP_057,Party_B,17th,Bridge/Culvert Construction,District Rural Development Agency,Vendor_029,2021-03-26,4635211.2,0.0,Sanctioned - Not Started,,0,none
MPLAD102808,Karnataka,Mysuru,MP_059,Party_D,17th,Library Construction,Zila Parishad,Vendor_075,2022-05-18,1773744.61,653193.45,Delayed,,0,none
MPLAD102809,Uttar Pradesh,Lucknow,MP_049,Party_A,17th,Bridge/Culvert Construction,Panchayati Raj Department,Vendor_041,2022-03-18,3743561.48,1501689.13,Ongoing,,0,none
MPLAD102810,Tamil Nadu,Coimbatore,MP_078,Party_A,17th,Drinking Water Supply,District Rural Development Agency,Vendor_072,2023-08-21,888734.7,0.0,Sanctioned - Not Started,,0,none
MPLAD102811,Maharashtra,Nashik,MP_011,Independent,17th,Road Construction,Municipal Corporation,Vendor_103,2020-02-14,3474273.52,1415321.12,Ongoing,,0,none
MPLAD102812,Assam,Dibrugarh,MP_123,Independent,17th,Anganwadi Centre Construction,Public Works Department,Vendor_075,2021-01-09,1061908.62,1041874.21,Completed,2021-01-23,1,ghost_fast_completion
MPLAD102813,Punjab,Jalandhar,MP_114,Party_B,18th,Community Hall Construction,Jal Nigam,Vendor_076,2024-01-26,1434684.62,710501.88,Ongoing,,0,none
MPLAD102814,Assam,Silchar,MP_088,Party_D,17th,Anganwadi Centre Construction,Public Works Department,Vendor_054,2020-12-30,1138786.52,0.0,Sanctioned - Not Started,,0,none
MPLAD102815,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Cremation/Burial Ground Development,Jal Nigam,Vendor_005,2024-06-06,346534.21,178185.95,Ongoing,,0,none
MPLAD102816,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Irrigation Canal Repair,Public Works Department,Vendor_097,2022-11-05,2102077.31,0.0,Sanctioned - Not Started,,1,vendor_collusion
MPLAD102817,Chhattisgarh,Raipur,MP_020,Party_C,17th,Public Toilet Complex,State Electricity Board,Vendor_102,2021-01-24,623952.47,623952.47,Completed,2021-08-13,0,none
MPLAD102818,Rajasthan,Jodhpur,MP_063,Party_A,17th,School Building Repair,Jal Nigam,Vendor_114,2023-08-01,1551438.58,1321068.47,Completed,2023-11-22,0,none
MPLAD102819,Maharashtra,Nashik,MP_011,Independent,17th,Community Hall Construction,State PWD Division,Vendor_092,2021-02-02,1714366.21,927183.42,Ongoing,,0,none
MPLAD102820,Maharashtra,Mumbai,MP_105,Independent,18th,Sports Infrastructure,Zila Parishad,Vendor_041,2023-08-30,1931722.7,1931722.7,Completed,2024-04-15,0,none
MPLAD102821,Chhattisgarh,Bilaspur,MP_094,Independent,17th,Library Construction,District Rural Development Agency,Vendor_031,2020-01-28,1483731.15,930327.96,Ongoing,,0,none
MPLAD102822,Tamil Nadu,Coimbatore,MP_128,Independent,18th,Drinking Water Supply,District Rural Development Agency,Vendor_049,2020-09-14,687120.69,0.0,Sanctioned - Not Started,,0,none
MPLAD102823,Tamil Nadu,Madurai,MP_145,Independent,17th,Solar Street Lighting,Jal Nigam,Vendor_083,2020-01-31,2146456.34,895808.62,Ongoing,,1,fund_splitting
MPLAD102824,Bihar,Bhagalpur,MP_070,Party_B,18th,Drainage System,Jal Nigam,Vendor_118,2021-12-01,1384376.43,145620.82,Delayed,,0,none
MPLAD102825,Assam,Guwahati,MP_024,Party_C,17th,Library Construction,Panchayati Raj Department,Vendor_053,2021-03-13,988099.55,413087.56,Delayed,,0,none
MPLAD102826,Kerala,Thiruvananthapuram,MP_102,Independent,18th,Health Sub-Centre Upgrade,Jal Nigam,Vendor_081,2020-11-07,843228.14,356319.15,Ongoing,,0,none
MPLAD102827,Chhattisgarh,Raipur,MP_020,Party_C,17th,Drinking Water Supply,District Rural Development Agency,Vendor_025,2020-01-12,1320398.44,0.0,Sanctioned - Not Started,,0,none
MPLAD102828,Punjab,Ludhiana,MP_149,Party_B,18th,Cremation/Burial Ground Development,District Rural Development Agency,Vendor_085,2023-04-20,1046364.83,0.0,Sanctioned - Not Started,,0,none
MPLAD102829,Madhya Pradesh,Bhopal,MP_033,Party_C,18th,Irrigation Canal Repair,Zila Parishad,Vendor_107,2023-03-10,857175.69,0.0,Sanctioned - Not Started,,0,none
MPLAD102830,Kerala,Kochi,MP_086,Party_A,18th,Bridge/Culvert Construction,Panchayati Raj Department,Vendor_059,2022-09-07,4704845.92,4704845.92,Completed,2023-04-02,0,none
MPLAD102831,Maharashtra,Pune,MP_127,Party_A,18th,Solar Street Lighting,Jal Nigam,Vendor_008,2019-09-06,1082035.31,796433.59,Completed,2020-03-15,0,none
MPLAD102832,Tamil Nadu,Madurai,MP_087,Party_C,17th,Cremation/Burial Ground Development,Municipal Corporation,Vendor_096,2022-10-26,898655.04,0.0,Sanctioned - Not Started,,0,none
MPLAD102833,Tamil Nadu,Coimbatore,MP_037,Party_B,17th,Drainage System,State PWD Division,Vendor_064,2022-02-26,512457.26,0.0,Sanctioned - Not Started,,0,none
MPLAD102834,Chhattisgarh,Raipur,MP_020,Party_C,17th,Cremation/Burial Ground Development,Public Works Department,Vendor_109,2019-05-09,463453.11,187720.99,Ongoing,,0,none
MPLAD102835,Bihar,Patna,MP_028,Party_A,17th,Street Lighting,Public Works Department,Vendor_003,2022-03-30,308350.22,307087.54,Completed,2022-08-08,0,none
MPLAD102836,Assam,Guwahati,MP_024,Party_C,17th,Health Sub-Centre Upgrade,State PWD Division,Vendor_017,2021-05-13,1731516.02,0.0,Sanctioned - Not Started,,0,none
MPLAD102837,Punjab,Jalandhar,MP_139,Party_A,18th,School Building Repair,District Rural Development Agency,Vendor_085,2019-09-20,1374582.06,1163747.38,Completed,2020-02-22,0,none
MPLAD102838,Tamil Nadu,Coimbatore,MP_037,Party_B,17th,Road Construction,State PWD Division,Vendor_095,2023-10-24,2084401.01,928518.4,Ongoing,,0,none
MPLAD102839,Maharashtra,Nashik,MP_068,Independent,17th,Community Hall Construction,District Rural Development Agency,Vendor_091,2022-07-31,3213162.21,2766500.21,Completed,2022-11-24,0,none
MPLAD102840,Assam,Silchar,MP_129,Independent,18th,Street Lighting,State PWD Division,Vendor_074,2023-10-23,592778.67,250983.43,Ongoing,,0,none
MPLAD102841,West Bengal,Kolkata,MP_089,Party_B,17th,Road Construction,Municipal Corporation,Vendor_061,2024-01-10,13872960.64,0.0,Sanctioned - Not Started,,1,price_inflation
MPLAD102842,Kerala,Kochi,MP_086,Party_A,18th,Health Sub-Centre Upgrade,Panchayati Raj Department,Vendor_011,2022-05-02,2760493.96,1117347.94,Delayed,,0,none
MPLAD102843,Kerala,Kochi,MP_108,Party_D,17th,Street Lighting,Municipal Corporation,Vendor_088,2024-03-19,226270.06,0.0,Delayed,,0,none
MPLAD102844,Bihar,Bhagalpur,MP_147,Party_D,17th,Drinking Water Supply,District Rural Development Agency,Vendor_106,2024-08-04,1458413.42,1439420.15,Completed,2024-09-30,0,none
MPLAD102845,Gujarat,Surat,MP_006,Independent,18th,Drinking Water Supply,State Electricity Board,Vendor_109,2023-12-07,312078.93,0.0,Sanctioned - Not Started,,0,none
MPLAD102846,Punjab,Ludhiana,MP_101,Party_C,17th,Health Sub-Centre Upgrade,Public Works Department,Vendor_022,2024-09-24,1065330.04,0.0,Sanctioned - Not Started,,0,none
MPLAD102847,Bihar,Bhagalpur,MP_077,Party_B,18th,Community Hall Construction,Municipal Corporation,Vendor_019,2020-05-23,3482442.88,987403.08,Ongoing,,0,none
MPLAD102848,Gujarat,Ahmedabad,MP_002,Party_A,17th,Cremation/Burial Ground Development,Municipal Corporation,Vendor_003,2019-09-10,890001.0,365844.97,Ongoing,,0,none
MPLAD102849,Karnataka,Mysuru,MP_034,Party_A,18th,Health Sub-Centre Upgrade,State Electricity Board,Vendor_086,2022-10-23,2137729.79,1864568.05,Completed,2023-07-04,1,fund_splitting
MPLAD102850,Rajasthan,Jodhpur,MP_063,Party_A,17th,Bridge/Culvert Construction,District Rural Development Agency,Vendor_090,2019-07-21,2440009.65,2078260.04,Completed,2019-12-01,0,none
MPLAD102851,Chhattisgarh,Raipur,MP_048,Independent,17th,Street Lighting,Zila Parishad,Vendor_055,2022-10-13,423457.71,0.0,Sanctioned - Not Started,,0,none
MPLAD102852,Uttar Pradesh,Lucknow,MP_049,Party_A,17th,Sports Infrastructure,State Electricity Board,Vendor_089,2021-03-26,729591.85,729591.85,Completed,2022-02-11,0,none
MPLAD102853,Punjab,Jalandhar,MP_146,Independent,17th,Bridge/Culvert Construction,District Rural Development Agency,Vendor_119,2019-06-05,4782846.4,4375893.69,Completed,2019-08-22,0,none
MPLAD102854,Chhattisgarh,Raipur,MP_113,Party_B,18th,Community Hall Construction,State PWD Division,Vendor_098,2022-03-09,2507948.0,1434892.16,Delayed,,0,none
MPLAD102855,Assam,Silchar,MP_088,Party_D,17th,School Building Repair,Public Works Department,Vendor_001,2022-01-20,7103223.02,2549383.46,Ongoing,,1,price_inflation
MPLAD102856,Gujarat,Surat,MP_006,Independent,18th,School Building Repair,Jal Nigam,Vendor_017,2022-04-21,1423039.08,1255004.6,Completed,2022-07-16,0,none
MPLAD102857,Gujarat,Ahmedabad,MP_100,Party_A,17th,Drainage System,Panchayati Raj Department,Vendor_051,2024-04-17,1116224.59,1099868.51,Completed,2024-09-25,0,none
MPLAD102858,Uttar Pradesh,Lucknow,MP_049,Party_A,17th,Solar Street Lighting,State Electricity Board,Vendor_074,2020-05-29,742486.35,0.0,Sanctioned - Not Started,,0,none
MPLAD102859,Assam,Dibrugarh,MP_065,Party_D,18th,Drinking Water Supply,Jal Nigam,Vendor_042,2022-08-11,697927.63,0.0,Sanctioned - Not Started,,0,none
MPLAD102860,Bihar,Gaya,MP_072,Independent,18th,School Building Repair,Municipal Corporation,Vendor_038,2020-05-01,1796022.67,1464293.22,Completed,2021-01-04,0,none
MPLAD102861,Rajasthan,Jaipur,MP_004,Independent,17th,Solar Street Lighting,Municipal Corporation,Vendor_019,2019-10-29,1474053.15,1846264.49,Completed,2020-06-28,1,cost_overrun
MPLAD102862,Odisha,Rourkela,MP_106,Party_C,18th,Health Sub-Centre Upgrade,State PWD Division,Vendor_014,2024-01-01,1386973.16,1386973.16,Completed,2024-06-01,0,none
MPLAD102863,Gujarat,Vadodara,MP_025,Independent,18th,School Building Repair,Panchayati Raj Department,Vendor_057,2022-03-14,1357812.35,1158564.65,Completed,2022-11-12,0,none
MPLAD102864,Assam,Dibrugarh,MP_117,Party_D,17th,Street Lighting,State PWD Division,Vendor_044,2023-06-13,461320.78,0.0,Sanctioned - Not Started,,0,none
MPLAD102865,West Bengal,Siliguri,MP_071,Party_B,17th,Anganwadi Centre Construction,State PWD Division,Vendor_037,2021-10-10,494230.07,308307.25,Ongoing,,0,none
MPLAD102866,Punjab,Amritsar,MP_012,Independent,18th,Community Hall Construction,State PWD Division,Vendor_069,2022-06-19,1836181.02,813320.26,Ongoing,,0,none
MPLAD102867,Assam,Guwahati,MP_024,Party_C,17th,Drainage System,Zila Parishad,Vendor_117,2023-12-19,1776705.01,1664999.12,Completed,2024-03-20,0,none
MPLAD102868,Chhattisgarh,Raipur,MP_005,Independent,18th,Anganwadi Centre Construction,Public Works Department,Vendor_012,2020-05-13,611822.36,0.0,Sanctioned - Not Started,,0,none
MPLAD102869,Gujarat,Ahmedabad,MP_047,Party_C,17th,Road Construction,Panchayati Raj Department,Vendor_007,2019-04-02,2012633.22,532761.95,Delayed,,0,none
MPLAD102870,Madhya Pradesh,Bhopal,MP_084,Party_C,18th,Community Hall Construction,Zila Parishad,Vendor_007,2021-04-23,2264019.45,0.0,Sanctioned - Not Started,,0,none
MPLAD102871,Assam,Guwahati,MP_148,Party_A,18th,Anganwadi Centre Construction,Panchayati Raj Department,Vendor_087,2023-07-31,425686.13,386877.53,Completed,2024-04-13,0,none
MPLAD102872,Rajasthan,Udaipur,MP_023,Party_D,18th,Drainage System,Public Works Department,Vendor_100,2023-06-20,708262.46,0.0,Sanctioned - Not Started,,0,none
MPLAD102873,Assam,Dibrugarh,MP_123,Independent,17th,Street Lighting,State Electricity Board,Vendor_021,2020-10-04,670557.77,0.0,Sanctioned - Not Started,,0,none
MPLAD102874,Andhra Pradesh,Guntur,MP_119,Independent,18th,Community Hall Construction,Jal Nigam,Vendor_073,2023-02-26,1897192.93,1072876.86,Ongoing,,0,none
MPLAD102875,Kerala,Thiruvananthapuram,MP_102,Independent,18th,Community Hall Construction,Jal Nigam,Vendor_070,2020-12-24,3090976.99,3090976.99,Completed,2021-08-14,0,none
MPLAD102876,Rajasthan,Jaipur,MP_121,Party_A,17th,Library Construction,Municipal Corporation,Vendor_011,2024-04-29,932257.65,753245.89,Completed,2024-08-19,1,vendor_collusion
MPLAD102877,Chhattisgarh,Bilaspur,MP_058,Party_B,18th,Drinking Water Supply,Zila Parishad,Vendor_015,2022-10-27,1252371.35,0.0,Sanctioned - Not Started,,0,none
MPLAD102878,Assam,Silchar,MP_088,Party_D,17th,Library Construction,Zila Parishad,Vendor_108,2022-06-07,689816.69,252053.6,Delayed,,0,none
MPLAD102879,Uttar Pradesh,Varanasi,MP_096,Party_C,18th,Drainage System,Zila Parishad,Vendor_001,2023-01-24,664030.9,284053.56,Ongoing,,0,none
MPLAD102880,Tamil Nadu,Madurai,MP_087,Party_C,17th,Drinking Water Supply,State Electricity Board,Vendor_096,2021-09-09,1346729.76,0.0,Sanctioned - Not Started,,0,none
MPLAD102881,Gujarat,Ahmedabad,MP_100,Party_A,17th,Community Hall Construction,District Rural Development Agency,Vendor_119,2023-07-10,3148993.08,0.0,Sanctioned - Not Started,,0,none
MPLAD102882,Gujarat,Ahmedabad,MP_047,Party_C,17th,Community Hall Construction,Jal Nigam,Vendor_036,2024-05-21,2330187.0,2262375.92,Completed,2024-09-30,0,none
MPLAD102883,Assam,Silchar,MP_129,Independent,18th,Health Sub-Centre Upgrade,State PWD Division,Vendor_021,2021-08-05,2041801.13,1119223.19,Ongoing,,0,none
MPLAD102884,West Bengal,Siliguri,MP_071,Party_B,17th,Street Lighting,Panchayati Raj Department,Vendor_049,2024-04-07,421389.1,358446.03,Completed,2024-07-01,0,none
MPLAD102885,Punjab,Ludhiana,MP_124,Party_D,17th,Street Lighting,State PWD Division,Vendor_044,2019-08-14,339042.13,89712.07,Delayed,,0,none
MPLAD102886,Bihar,Gaya,MP_072,Independent,18th,Drinking Water Supply,Zila Parishad,Vendor_081,2020-11-21,1528707.96,977435.4,Ongoing,,0,none
MPLAD102887,Punjab,Ludhiana,MP_124,Party_D,17th,Sports Infrastructure,State Electricity Board,Vendor_029,2019-06-22,2313370.65,2116544.53,Completed,2020-02-16,0,none
MPLAD102888,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Solar Street Lighting,Zila Parishad,Vendor_024,2023-04-05,1213050.72,1185430.17,Completed,2023-11-21,0,none
MPLAD102889,Assam,Silchar,MP_129,Independent,18th,Health Sub-Centre Upgrade,Jal Nigam,Vendor_114,2022-12-09,1779108.24,320715.91,Ongoing,,0,none
MPLAD102890,Punjab,Ludhiana,MP_149,Party_B,18th,Sports Infrastructure,Jal Nigam,Vendor_019,2019-07-07,877189.57,238821.18,Ongoing,,0,none
MPLAD102891,Uttar Pradesh,Lucknow,MP_049,Party_A,17th,Bridge/Culvert Construction,Zila Parishad,Vendor_072,2024-04-11,3571480.73,3162814.96,Completed,2024-09-30,0,none
MPLAD102892,Punjab,Jalandhar,MP_114,Party_B,18th,Road Construction,State Electricity Board,Vendor_003,2020-12-06,2321185.88,680945.37,Delayed,,0,none
MPLAD102893,Tamil Nadu,Chennai,MP_066,Party_C,17th,Sports Infrastructure,Panchayati Raj Department,Vendor_119,2020-03-17,9675793.82,9405790.5,Completed,2020-09-08,1,price_inflation
MPLAD102894,Jharkhand,Jamshedpur,MP_046,Party_A,17th,Health Sub-Centre Upgrade,Municipal Corporation,Vendor_091,2019-11-17,8591448.94,7397986.7,Completed,2020-10-14,1,price_inflation
MPLAD102895,Bihar,Patna,MP_028,Party_A,17th,Bridge/Culvert Construction,State Electricity Board,Vendor_107,2019-09-01,4998179.08,2248225.86,Delayed,,0,none
MPLAD102896,Chhattisgarh,Bilaspur,MP_094,Independent,17th,Public Toilet Complex,State Electricity Board,Vendor_024,2022-07-21,284971.06,116091.77,Delayed,,0,none
MPLAD102897,Kerala,Thiruvananthapuram,MP_134,Party_C,17th,Irrigation Canal Repair,District Rural Development Agency,Vendor_117,2024-07-19,2116424.98,1053607.27,Ongoing,,0,none
MPLAD102898,West Bengal,Siliguri,MP_071,Party_B,17th,Road Construction,District Rural Development Agency,Vendor_015,2020-05-01,2857972.56,384853.27,Delayed,,0,none
MPLAD102899,Gujarat,Surat,MP_006,Independent,18th,Bridge/Culvert Construction,Zila Parishad,Vendor_055,2021-05-21,4679891.35,0.0,Sanctioned - Not Started,,0,none
MPLAD102900,Jharkhand,Ranchi,MP_107,Party_D,17th,Cremation/Burial Ground Development,Panchayati Raj Department,Vendor_039,2023-03-13,709808.45,370451.97,Ongoing,,0,none
MPLAD102901,Punjab,Ludhiana,MP_141,Independent,17th,Irrigation Canal Repair,State Electricity Board,Vendor_092,2020-08-09,2781709.51,449630.11,Delayed,,0,none
MPLAD102902,Madhya Pradesh,Indore,MP_150,Party_D,18th,Anganwadi Centre Construction,State Electricity Board,Vendor_015,2024-05-11,666838.5,616266.57,Completed,2024-09-30,0,none
MPLAD102903,Bihar,Bhagalpur,MP_147,Party_D,17th,Solar Street Lighting,State Electricity Board,Vendor_015,2021-12-22,807088.79,772080.87,Completed,2022-04-11,0,none
MPLAD102904,Jharkhand,Ranchi,MP_051,Party_C,18th,Health Sub-Centre Upgrade,State Electricity Board,Vendor_110,2023-12-28,1823695.02,815693.13,Ongoing,,0,none
MPLAD102905,Tamil Nadu,Coimbatore,MP_128,Independent,18th,Drinking Water Supply,Jal Nigam,Vendor_034,2020-04-12,1458228.76,0.0,Sanctioned - Not Started,,0,none
MPLAD102906,Jharkhand,Jamshedpur,MP_031,Independent,17th,Bridge/Culvert Construction,Zila Parishad,Vendor_010,2024-09-22,5017856.36,2659131.48,Ongoing,,0,none
MPLAD102907,Chhattisgarh,Bilaspur,MP_080,Independent,17th,Health Sub-Centre Upgrade,State PWD Division,Vendor_022,2024-01-30,2922923.22,2814288.81,Completed,2024-02-08,1,ghost_fast_completion
MPLAD102908,Andhra Pradesh,Guntur,MP_119,Independent,18th,Community Hall Construction,District Rural Development Agency,Vendor_075,2022-09-01,2452503.94,1200388.38,Delayed,,1,fund_splitting
MPLAD102909,Gujarat,Vadodara,MP_025,Independent,18th,Irrigation Canal Repair,Municipal Corporation,Vendor_003,2022-06-14,2614520.97,1598134.26,Ongoing,,0,none
MPLAD102910,West Bengal,Kolkata,MP_054,Party_D,18th,Cremation/Burial Ground Development,Zila Parishad,Vendor_079,2023-05-12,930291.78,912832.22,Completed,2024-01-22,0,none
MPLAD102911,Gujarat,Vadodara,MP_093,Party_A,18th,Drainage System,Zila Parishad,Vendor_007,2024-01-03,1379543.76,0.0,Sanctioned - Not Started,,0,none
MPLAD102912,Tamil Nadu,Madurai,MP_125,Party_A,17th,Drainage System,State PWD Division,Vendor_003,2023-06-15,1675874.76,0.0,Sanctioned - Not Started,,0,none
MPLAD102913,Gujarat,Vadodara,MP_040,Party_A,17th,Public Toilet Complex,Panchayati Raj Department,Vendor_041,2021-06-06,825622.47,228804.36,Delayed,,0,none
MPLAD102914,Assam,Silchar,MP_016,Party_C,17th,Street Lighting,District Rural Development Agency,Vendor_107,2020-02-03,762319.04,182941.01,Delayed,,1,vendor_collusion
MPLAD102915,Tamil Nadu,Coimbatore,MP_078,Party_A,17th,Health Sub-Centre Upgrade,Public Works Department,Vendor_089,2023-07-29,2149575.57,792335.41,Ongoing,,1,fund_splitting
MPLAD102916,Kerala,Thiruvananthapuram,MP_102,Independent,18th,Street Lighting,Public Works Department,Vendor_043,2023-06-02,748766.76,301556.61,Ongoing,,0,none
MPLAD102917,Bihar,Bhagalpur,MP_070,Party_B,18th,Community Hall Construction,Zila Parishad,Vendor_030,2020-08-27,2231148.77,788860.32,Delayed,,0,none
MPLAD102918,Rajasthan,Udaipur,MP_052,Party_B,18th,Community Hall Construction,State PWD Division,Vendor_109,2020-11-13,1335519.41,1074104.08,Completed,2021-02-19,0,none
MPLAD102919,Chhattisgarh,Raipur,MP_113,Party_B,18th,School Building Repair,Municipal Corporation,Vendor_061,2022-10-07,891694.64,807859.3,Completed,2023-03-11,1,vendor_collusion
MPLAD102920,Gujarat,Vadodara,MP_025,Independent,18th,Drinking Water Supply,State Electricity Board,Vendor_113,2024-07-01,1558770.59,1428393.49,Completed,2024-09-30,0,none
MPLAD102921,Tamil Nadu,Madurai,MP_087,Party_C,17th,Bridge/Culvert Construction,Zila Parishad,Vendor_060,2019-11-22,4526333.05,533526.61,Delayed,,0,none
MPLAD102922,Tamil Nadu,Coimbatore,MP_037,Party_B,17th,Cremation/Burial Ground Development,Panchayati Raj Department,Vendor_011,2019-12-03,603001.16,32896.57,Delayed,,0,none
MPLAD102923,Kerala,Kochi,MP_082,Party_A,17th,Drinking Water Supply,Jal Nigam,Vendor_119,2023-04-09,1574867.15,1510930.5,Completed,2023-10-28,0,none
MPLAD102924,Tamil Nadu,Coimbatore,MP_078,Party_A,17th,School Building Repair,Municipal Corporation,Vendor_099,2023-05-08,8308424.94,2822685.6,Delayed,,1,price_inflation
MPLAD102925,Rajasthan,Jaipur,MP_004,Independent,17th,Road Construction,Zila Parishad,Vendor_120,2021-07-24,1910877.84,0.0,Sanctioned - Not Started,,0,none
MPLAD102926,Gujarat,Ahmedabad,MP_021,Party_C,18th,Drinking Water Supply,Zila Parishad,Vendor_031,2023-05-04,381071.44,178866.6,Ongoing,,0,none
MPLAD102927,Assam,Dibrugarh,MP_075,Party_A,17th,Public Toilet Complex,State PWD Division,Vendor_120,2022-04-16,480327.16,430856.14,Completed,2022-09-22,0,none
MPLAD102928,Jharkhand,Jamshedpur,MP_118,Party_B,17th,Cremation/Burial Ground Development,Public Works Department,Vendor_020,2021-01-15,1090499.26,787352.63,Ongoing,,0,none
