work_id,state,district,mp_name,vendor_name,sanctioned_amount_inr,expenditure_inr,utilization_ratio,flag_fund_splitting,flag_fiscal_dumping,flag_cost_overrun,flag_ghost_fast,flag_round_invoice,iso_pred,composite_risk_score,final_pred
MPLAD100685,Tamil Nadu,Coimbatore,MP_128,Vendor_037,770386.94,770386.94,1.0,0,0,0,0,0,-1,45.8,1
MPLAD100686,Punjab,Amritsar,MP_098,Vendor_029,756276.76,685079.4,0.905858061802666,0,0,0,0,0,1,30.9,0
MPLAD100687,West Bengal,Siliguri,MP_032,Vendor_060,2197105.15,773136.36,0.3518886476598537,0,0,0,0,0,1,9.5,0
MPLAD100688,Maharashtra,Mumbai,MP_061,Vendor_090,1448770.96,655576.29,0.45250512889904976,0,0,0,0,0,1,6.0,0
MPLAD100689,West Bengal,Kolkata,MP_001,Vendor_053,347983.42,223210.35,0.6414396122665845,0,0,0,0,0,1,11.1,0
MPLAD100690,Odisha,Rourkela,MP_090,Vendor_028,1965510.43,1804566.24,0.9181158300950863,0,0,0,0,0,1,25.7,0
MPLAD100691,Maharashtra,Mumbai,MP_105,Vendor_117,762237.16,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100692,Gujarat,Ahmedabad,MP_015,Vendor_054,821026.8,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100693,Haryana,Panipat,MP_026,Vendor_112,1137740.06,946686.68,0.832076423502219,0,0,0,0,0,-1,41.9,1
MPLAD100694,Punjab,Amritsar,MP_064,Vendor_084,1049830.77,280239.59,0.2669378703769561,0,0,0,0,0,-1,46.3,1
MPLAD100695,Tamil Nadu,Madurai,MP_145,Vendor_068,819382.22,0.0,0.0,0,1,0,0,1,-1,85.0,1
MPLAD100696,Rajasthan,Jaipur,MP_121,Vendor_118,1221084.33,490296.68,0.40152565056665657,0,0,0,0,0,1,27.5,0
MPLAD100697,Maharashtra,Mumbai,MP_067,Vendor_070,1622392.26,529019.17,0.3260735292215953,0,0,0,0,0,1,7.0,0
MPLAD100698,Karnataka,Mysuru,MP_059,Vendor_111,438950.78,391999.68,0.8930378936791045,0,0,0,0,0,1,33.3,0
MPLAD100699,Assam,Dibrugarh,MP_075,Vendor_101,3733255.39,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100700,Assam,Silchar,MP_129,Vendor_047,548360.55,143197.44,0.2611373848829935,0,0,0,0,0,-1,53.7,1
MPLAD100701,Assam,Guwahati,MP_148,Vendor_075,780962.23,454075.57,0.5814308971126555,0,0,0,0,0,-1,47.8,1
MPLAD100702,Odisha,Rourkela,MP_106,Vendor_007,943037.75,863256.53,0.9153997599777952,0,0,0,0,0,1,32.8,0
MPLAD100703,Chhattisgarh,Bilaspur,MP_103,Vendor_089,687485.1,200969.4,0.2923254627627566,0,0,0,0,0,1,27.1,0
MPLAD100704,Maharashtra,Mumbai,MP_069,Vendor_059,4487086.2,6206600.33,1.383213973023295,0,0,1,0,0,1,90.0,1
MPLAD100705,Uttar Pradesh,Varanasi,MP_007,Vendor_052,1724121.06,2122739.29,1.231200835746418,0,0,1,0,0,-1,90.0,1
MPLAD100706,Kerala,Kochi,MP_104,Vendor_019,715472.85,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100707,Gujarat,Ahmedabad,MP_095,Vendor_031,1579094.95,1457512.64,0.9230050669214033,0,0,0,0,0,1,24.3,0
MPLAD100708,Gujarat,Vadodara,MP_093,Vendor_044,830429.25,114356.85,0.1377081190239867,0,0,0,0,0,1,34.8,0
MPLAD100709,Jharkhand,Ranchi,MP_109,Vendor_096,764846.49,340477.89,0.44515846572035656,0,0,0,0,0,1,6.1,0
MPLAD100710,Bihar,Bhagalpur,MP_110,Vendor_079,2303335.31,2303335.31,1.0,0,0,0,0,0,1,34.1,0
MPLAD100711,Odisha,Rourkela,MP_013,Vendor_081,2517678.88,669771.53,0.2660273855099424,0,0,0,0,0,1,19.2,0
MPLAD100712,Assam,Dibrugarh,MP_123,Vendor_055,1384014.88,619197.72,0.44739238641711715,0,0,0,0,0,1,25.2,0
MPLAD100713,Punjab,Jalandhar,MP_114,Vendor_103,1071353.02,780647.11,0.7286553502224691,0,0,0,0,0,1,24.0,0
MPLAD100714,Madhya Pradesh,Bhopal,MP_033,Vendor_027,2104959.2,1182301.55,0.5616743307898794,0,0,0,0,0,1,12.7,0
MPLAD100715,Gujarat,Ahmedabad,MP_027,Vendor_009,1096730.6,339555.83,0.30960732745124464,0,0,0,0,0,1,22.9,0
MPLAD100716,Assam,Dibrugarh,MP_117,Vendor_117,802366.99,753559.17,0.9391702043973669,0,0,0,0,0,1,23.3,0
MPLAD100717,Rajasthan,Jodhpur,MP_063,Vendor_101,1693362.91,1693362.91,1.0,0,0,0,0,0,1,31.4,0
MPLAD100718,Andhra Pradesh,Vijayawada,MP_116,Vendor_004,2525075.97,530917.68,0.2102581016602047,0,0,0,0,0,1,37.3,0
MPLAD100719,Chhattisgarh,Bilaspur,MP_081,Vendor_087,2742840.1,2305442.97,0.8405313054887888,0,0,0,0,0,1,27.8,0
MPLAD100720,Maharashtra,Pune,MP_014,Vendor_002,6606743.16,6606743.16,1.0,0,0,0,0,0,-1,60.5,1
MPLAD100721,Odisha,Rourkela,MP_013,Vendor_109,2738885.58,879302.82,0.32104401382112496,0,0,0,0,0,1,32.7,0
MPLAD100722,Bihar,Patna,MP_050,Vendor_053,1787004.97,662947.68,0.37098256083753367,0,0,0,0,0,1,8.5,0
MPLAD100723,Gujarat,Ahmedabad,MP_027,Vendor_028,656888.5,204367.35,0.3111142149695116,0,0,0,0,0,-1,42.4,1
MPLAD100724,Punjab,Ludhiana,MP_141,Vendor_026,411258.95,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100725,Gujarat,Ahmedabad,MP_027,Vendor_047,500000.0,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100726,Gujarat,Surat,MP_006,Vendor_117,595778.94,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100727,Karnataka,Mysuru,MP_059,Vendor_073,1774422.24,68735.98,0.03873710464765139,0,1,0,0,0,1,85.0,1
MPLAD100728,Rajasthan,Jaipur,MP_004,Vendor_102,1113909.09,1487974.49,1.3358132215260043,0,0,1,0,0,1,90.0,1
MPLAD100729,Chhattisgarh,Bilaspur,MP_080,Vendor_005,4878919.81,2419074.91,0.4958218220848357,0,0,0,0,0,1,34.1,0
MPLAD100730,Jharkhand,Jamshedpur,MP_031,Vendor_031,2500000.0,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100731,Jharkhand,Ranchi,MP_035,Vendor_100,329565.81,273432.8,0.8296758695933901,0,0,0,0,0,1,21.4,0
MPLAD100732,West Bengal,Kolkata,MP_001,Vendor_083,3348350.11,3234869.44,0.9661084814096695,0,0,0,0,0,-1,42.2,1
MPLAD100733,West Bengal,Siliguri,MP_032,Vendor_069,10983273.31,3399347.13,0.3095021888333579,0,0,0,0,0,-1,43.1,1
MPLAD100734,Chhattisgarh,Bilaspur,MP_130,Vendor_013,812374.49,164030.79,0.20191523985446663,0,0,0,0,0,1,33.7,0
MPLAD100735,Chhattisgarh,Bilaspur,MP_103,Vendor_092,1079485.83,301922.8,0.27969130451670676,0,0,0,0,0,1,15.3,0
MPLAD100736,Madhya Pradesh,Indore,MP_150,Vendor_041,6049923.14,6049923.14,1.0,0,0,0,0,0,-1,59.7,1
MPLAD100737,West Bengal,Siliguri,MP_071,Vendor_089,4324509.95,4324509.95,1.0,0,0,0,0,0,-1,44.3,1
MPLAD100738,Assam,Dibrugarh,MP_075,Vendor_029,734865.1,56811.89,0.07730927758033414,0,0,0,0,0,1,34.3,0
MPLAD100739,Punjab,Amritsar,MP_098,Vendor_090,2216980.65,762186.6,0.34379488156561044,0,0,0,0,0,1,15.9,0
MPLAD100740,Rajasthan,Jodhpur,MP_063,Vendor_004,1132307.26,1113635.21,0.9835097321552102,0,0,0,0,0,-1,66.5,1
MPLAD100741,West Bengal,Kolkata,MP_009,Vendor_012,1421495.43,241599.09,0.16996121471878387,0,0,0,0,0,1,17.8,0
MPLAD100742,Assam,Silchar,MP_088,Vendor_071,396906.97,229818.11,0.5790226107644317,0,0,0,0,0,1,8.9,0
MPLAD100743,Gujarat,Vadodara,MP_093,Vendor_023,3820975.29,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100744,Kerala,Thiruvananthapuram,MP_102,Vendor_042,3480149.19,761926.78,0.21893509111314852,0,0,0,0,0,1,13.6,0
MPLAD100745,Punjab,Amritsar,MP_064,Vendor_088,1360677.59,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100746,Tamil Nadu,Madurai,MP_136,Vendor_056,1208011.22,111169.15,0.0920265873027239,0,0,0,0,0,1,10.6,0
MPLAD100747,Gujarat,Surat,MP_006,Vendor_083,1225761.65,742794.04,0.6059857069276071,0,0,0,0,0,1,35.8,0
MPLAD100748,Assam,Dibrugarh,MP_065,Vendor_009,2240286.53,1027774.16,0.45876906647293914,0,0,0,0,0,1,10.0,0
MPLAD100749,Gujarat,Surat,MP_006,Vendor_072,2196634.86,2135534.35,0.9721844940583344,0,0,0,0,0,-1,45.3,1
MPLAD100750,Telangana,Hyderabad,MP_142,Vendor_073,1369815.59,61391.25,0.04481716403884701,0,1,0,0,0,-1,85.0,1
MPLAD100751,Kerala,Kochi,MP_085,Vendor_064,660329.02,173793.17,0.263191779758521,0,0,0,0,0,1,27.0,0
MPLAD100752,Rajasthan,Jodhpur,MP_063,Vendor_025,238797.9,217825.81,0.9121764052363944,0,0,0,0,0,1,33.4,0
MPLAD100753,Rajasthan,Udaipur,MP_052,Vendor_073,552052.7,295730.47,0.5356924619696634,0,0,0,0,0,1,24.7,0
MPLAD100754,Madhya Pradesh,Indore,MP_038,Vendor_032,1398561.01,669442.01,0.47866485996202623,0,0,0,0,0,1,37.6,0
MPLAD100755,Punjab,Amritsar,MP_064,Vendor_038,2215474.16,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100756,Kerala,Thiruvananthapuram,MP_134,Vendor_069,393037.3,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100757,Kerala,Kochi,MP_108,Vendor_048,563191.93,148396.8,0.2634924119029901,0,0,0,0,0,1,27.3,0
MPLAD100758,Jharkhand,Ranchi,MP_051,Vendor_001,2500000.0,1399100.79,0.559640316,0,0,0,0,0,1,12.0,0
MPLAD100759,Odisha,Cuttack,MP_010,Vendor_016,500000.0,500000.0,1.0,0,0,0,0,1,-1,60.0,1
MPLAD100760,Rajasthan,Udaipur,MP_052,Vendor_117,851904.74,669273.72,0.7856203734703953,0,0,0,0,0,1,36.4,0
MPLAD100761,Kerala,Kochi,MP_086,Vendor_103,1621838.38,460091.65,0.28368526461927734,0,0,0,0,0,1,32.5,0
MPLAD100762,Odisha,Rourkela,MP_013,Vendor_076,1500921.62,510651.12,0.34022504119835384,0,0,0,0,0,1,18.9,0
MPLAD100763,Uttar Pradesh,Varanasi,MP_007,Vendor_042,729289.2,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100764,Uttar Pradesh,Varanasi,MP_096,Vendor_073,610625.92,592735.89,0.9707021444487649,0,0,0,0,0,1,35.6,0
MPLAD100765,Haryana,Gurugram,MP_003,Vendor_066,862546.14,409885.24,0.47520384242864966,0,0,0,0,0,1,16.1,0
MPLAD100766,Maharashtra,Mumbai,MP_069,Vendor_079,1530287.95,0.0,0.0,0,1,0,0,1,1,85.0,1
MPLAD100767,Karnataka,Mysuru,MP_019,Vendor_046,2137552.9,687318.65,0.32154462703589703,0,0,0,0,0,1,19.9,0
MPLAD100768,Gujarat,Ahmedabad,MP_002,Vendor_061,437227.54,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100769,Punjab,Ludhiana,MP_101,Vendor_039,494756.51,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100770,Tamil Nadu,Madurai,MP_042,Vendor_109,2035407.93,2035407.93,1.0,0,0,0,0,0,-1,43.7,1
MPLAD100771,Gujarat,Surat,MP_053,Vendor_019,2059719.49,1414895.1,0.6869358215375241,0,0,0,0,0,1,30.9,0
MPLAD100772,Punjab,Jalandhar,MP_045,Vendor_036,5448592.27,1874678.06,0.3440664977487846,0,0,0,0,0,1,28.2,0
MPLAD100773,Rajasthan,Udaipur,MP_023,Vendor_036,1519931.69,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100774,Tamil Nadu,Madurai,MP_136,Vendor_014,509054.72,102199.28,0.2007628570853837,0,0,0,0,0,1,9.3,0
MPLAD100775,Gujarat,Ahmedabad,MP_002,Vendor_109,609682.46,366965.2,0.6018956162852381,0,0,0,0,0,-1,40.1,1
MPLAD100776,West Bengal,Kolkata,MP_001,Vendor_036,898622.54,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100777,Gujarat,Vadodara,MP_025,Vendor_055,2467221.38,2170224.09,0.8796227641315267,0,0,0,0,0,-1,42.2,1
MPLAD100778,Punjab,Amritsar,MP_012,Vendor_015,1597003.0,443332.8,0.27760298509144943,0,0,0,0,0,1,36.2,0
MPLAD100779,Kerala,Thiruvananthapuram,MP_074,Vendor_092,633525.57,291619.74,0.46031250167218984,0,0,0,0,0,1,12.7,0
MPLAD100780,Punjab,Jalandhar,MP_114,Vendor_064,2142065.33,1125680.68,0.5255118339457928,0,0,0,0,0,-1,43.2,1
MPLAD100781,Punjab,Ludhiana,MP_101,Vendor_108,798340.34,376370.74,0.4714414656786603,0,0,0,0,0,-1,53.8,1
MPLAD100782,West Bengal,Kolkata,MP_009,Vendor_050,3156865.66,132409.42,0.0419433179174308,0,1,0,0,0,1,85.0,1
MPLAD100783,West Bengal,Kolkata,MP_054,Vendor_100,2651963.12,1288617.19,0.48591067510772923,0,0,0,0,0,1,21.1,0
MPLAD100784,Tamil Nadu,Coimbatore,MP_128,Vendor_106,3739099.29,3495886.45,0.934954163787397,0,0,0,0,0,-1,45.4,1
MPLAD100785,West Bengal,Kolkata,MP_001,Vendor_065,420634.25,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100786,West Bengal,Kolkata,MP_089,Vendor_095,631434.21,205472.87,0.3254066167875193,0,0,0,0,0,-1,39.5,1
MPLAD100787,Assam,Dibrugarh,MP_065,Vendor_002,1051627.64,842796.99,0.8014214898345579,0,0,0,0,0,1,29.7,0
MPLAD100788,Maharashtra,Mumbai,MP_061,Vendor_089,946093.61,716880.12,0.7577264156767743,0,0,0,0,0,-1,43.2,1
MPLAD100789,Maharashtra,Mumbai,MP_067,Vendor_061,888296.42,865830.42,0.9747088927815335,0,0,0,0,0,1,33.6,0
MPLAD100790,Jharkhand,Ranchi,MP_035,Vendor_006,1196073.94,996125.49,0.8328293566867614,0,0,0,0,0,1,29.4,0
MPLAD100791,Karnataka,Mysuru,MP_034,Vendor_054,2446608.71,925498.23,0.378277991988347,0,0,0,0,0,-1,44.7,1
MPLAD100792,Maharashtra,Nashik,MP_068,Vendor_044,1949674.87,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100793,Karnataka,Mysuru,MP_062,Vendor_020,1173341.68,244042.87,0.20798960282396173,0,0,0,0,0,1,35.6,0
MPLAD100794,Chhattisgarh,Bilaspur,MP_081,Vendor_088,630709.5,575142.44,0.911897537614385,0,0,0,0,0,1,37.2,0
MPLAD100795,Tamil Nadu,Madurai,MP_087,Vendor_055,1675957.78,872079.12,0.5203467118366192,0,0,0,0,0,1,29.1,0
MPLAD100796,Assam,Silchar,MP_076,Vendor_061,1919771.03,1203881.66,0.6270964824383249,0,0,0,0,0,-1,57.0,1
MPLAD100797,Gujarat,Vadodara,MP_093,Vendor_012,1564707.07,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100798,Rajasthan,Udaipur,MP_044,Vendor_097,900743.89,620351.37,0.6887100505338981,0,0,0,0,0,-1,66.3,1
MPLAD100799,Maharashtra,Mumbai,MP_069,Vendor_061,2698848.51,0.0,0.0,0,1,0,0,1,1,85.0,1
MPLAD100800,Telangana,Hyderabad,MP_041,Vendor_097,989340.46,0.0,0.0,0,0,0,0,1,-1,69.3,1
MPLAD100801,Jharkhand,Ranchi,MP_035,Vendor_070,577200.06,247853.37,0.4294063482945583,0,0,0,0,0,1,9.4,0
MPLAD100802,Jharkhand,Jamshedpur,MP_031,Vendor_080,5966421.31,2718016.1,0.4555521574456163,0,0,0,0,0,1,35.7,0
MPLAD100803,Tamil Nadu,Madurai,MP_125,Vendor_119,1531108.26,173774.95,0.1134961873956581,0,0,0,0,0,-1,40.6,1
MPLAD100804,Rajasthan,Udaipur,MP_052,Vendor_020,1652762.41,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100805,Chhattisgarh,Raipur,MP_020,Vendor_014,1358902.25,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100806,Assam,Silchar,MP_016,Vendor_114,695612.44,622536.32,0.8949470771396785,0,0,0,0,0,1,35.5,0
MPLAD100807,Punjab,Amritsar,MP_064,Vendor_114,1168394.69,345295.02,0.2955294327809724,0,0,0,0,0,1,35.5,0
MPLAD100808,Punjab,Amritsar,MP_012,Vendor_120,2077417.94,30762.69,0.014808137259082301,0,1,0,0,0,1,85.0,1
MPLAD100809,West Bengal,Siliguri,MP_111,Vendor_055,323197.4,45278.4,0.1400951864092966,0,0,0,0,0,1,14.2,0
MPLAD100810,Gujarat,Surat,MP_006,Vendor_040,961147.47,881773.56,0.9174175530004778,0,0,0,0,0,-1,43.0,1
MPLAD100811,Maharashtra,Mumbai,MP_069,Vendor_013,1508560.96,508479.85,0.3370628456406561,0,0,0,0,0,1,4.0,0
MPLAD100812,Assam,Guwahati,MP_133,Vendor_061,1308606.75,430270.85,0.3288007264214402,0,0,0,0,0,1,21.8,0
MPLAD100813,Assam,Guwahati,MP_024,Vendor_107,2536528.1,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100814,Kerala,Kochi,MP_022,Vendor_094,914816.6,523939.55,0.5727263256919475,0,0,0,0,0,1,24.7,0
MPLAD100815,Rajasthan,Udaipur,MP_023,Vendor_029,1345703.71,253836.55,0.188627368798738,0,0,0,0,0,1,8.6,0
MPLAD100816,Karnataka,Hubballi,MP_029,Vendor_016,4408833.19,1636362.07,0.37115536004209765,0,0,0,0,0,1,20.2,0
MPLAD100817,Punjab,Jalandhar,MP_144,Vendor_046,800975.02,692086.06,0.8640544869926157,0,0,0,0,0,1,28.4,0
MPLAD100818,Kerala,Kochi,MP_086,Vendor_052,709133.0,666188.17,0.9394403729624767,0,0,0,0,0,-1,70.7,1
MPLAD100819,West Bengal,Kolkata,MP_089,Vendor_095,1333529.07,368295.45,0.2761810434323715,0,0,0,0,0,1,22.8,0
MPLAD100820,Chhattisgarh,Bilaspur,MP_081,Vendor_038,2061952.9,808794.28,0.3922467288171326,0,0,0,0,0,1,8.6,0
MPLAD100821,Haryana,Panipat,MP_026,Vendor_067,1336255.18,577145.39,0.4319125558038997,0,0,0,0,0,1,29.6,0
MPLAD100822,West Bengal,Siliguri,MP_032,Vendor_093,661570.68,567607.58,0.8579696730211803,0,0,0,0,0,-1,45.9,1
MPLAD100823,Gujarat,Ahmedabad,MP_002,Vendor_027,3271886.72,2863774.12,0.8752668918806578,0,0,0,0,0,1,31.0,0
MPLAD100824,Assam,Silchar,MP_016,Vendor_034,3710123.41,3624946.65,0.977042068258317,0,0,0,0,0,1,23.4,0
MPLAD100825,Gujarat,Surat,MP_097,Vendor_034,843150.72,155645.9,0.18460032863400744,0,0,0,0,0,1,30.0,0
MPLAD100826,Assam,Dibrugarh,MP_065,Vendor_009,2232727.62,940331.66,0.42115825126935996,0,0,0,0,0,1,29.1,0
MPLAD100827,Assam,Dibrugarh,MP_123,Vendor_098,1418680.75,1333576.67,0.9400118173168981,0,0,0,0,0,-1,39.7,1
MPLAD100828,Tamil Nadu,Madurai,MP_145,Vendor_075,401441.44,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100829,Tamil Nadu,Madurai,MP_042,Vendor_098,2348740.68,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100830,Jharkhand,Jamshedpur,MP_046,Vendor_041,2850114.92,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100831,Chhattisgarh,Bilaspur,MP_058,Vendor_117,2471183.73,2065685.86,0.8359094610905358,0,0,0,0,0,1,32.2,0
MPLAD100832,Gujarat,Ahmedabad,MP_021,Vendor_023,475628.6,87227.56,0.18339427023522134,0,0,0,0,0,1,21.8,0
MPLAD100833,Karnataka,Mysuru,MP_062,Vendor_005,2551293.62,2452273.32,0.9611881991066162,0,0,0,0,0,-1,43.6,1
MPLAD100834,Haryana,Gurugram,MP_126,Vendor_111,338978.14,300329.4,0.885984565258397,0,0,0,0,0,1,38.6,0
MPLAD100835,Telangana,Hyderabad,MP_143,Vendor_091,1560975.24,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100836,West Bengal,Kolkata,MP_089,Vendor_092,1166145.38,439301.29,0.37671228436372145,0,0,0,0,0,1,19.7,0
MPLAD100837,Tamil Nadu,Madurai,MP_087,Vendor_024,744140.32,724475.52,0.9735738012422174,0,0,0,0,0,1,10.7,0
MPLAD100838,Odisha,Rourkela,MP_090,Vendor_072,595091.61,143072.34,0.240420697579655,0,0,0,0,0,1,19.4,0
MPLAD100839,Odisha,Cuttack,MP_017,Vendor_060,2388159.05,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100840,Assam,Silchar,MP_088,Vendor_033,1775638.34,313357.71,0.17647608915675925,0,0,0,0,0,-1,47.6,1
MPLAD100841,Punjab,Ludhiana,MP_141,Vendor_036,580410.86,136770.58,0.23564441919642923,0,0,0,0,0,-1,42.6,1
MPLAD100842,Maharashtra,Nashik,MP_068,Vendor_012,1602173.36,1694439.33,1.0575880065812604,0,0,1,0,0,1,90.0,1
MPLAD100843,Tamil Nadu,Madurai,MP_087,Vendor_088,5336463.4,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100844,Haryana,Panipat,MP_026,Vendor_026,1755813.35,0.0,0.0,0,0,0,0,1,-1,60.0,1
MPLAD100845,Tamil Nadu,Madurai,MP_125,Vendor_082,866904.56,615174.79,0.709622279527518,0,0,0,0,0,1,14.9,0
MPLAD100846,Tamil Nadu,Chennai,MP_135,Vendor_073,1091387.35,165828.75,0.15194307502281384,0,0,0,0,0,1,15.4,0
MPLAD100847,Uttar Pradesh,Varanasi,MP_096,Vendor_001,522578.07,261011.63,0.4994691606557466,0,0,0,0,0,1,26.8,0
MPLAD100848,West Bengal,Siliguri,MP_071,Vendor_050,669431.01,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100849,Maharashtra,Mumbai,MP_105,Vendor_026,1421737.39,769851.42,0.541486371122307,0,0,0,0,0,-1,40.7,1
MPLAD100850,Maharashtra,Nashik,MP_068,Vendor_075,5187001.89,4566651.17,0.8804028351722849,0,0,0,0,0,-1,46.7,1
MPLAD100851,Bihar,Bhagalpur,MP_147,Vendor_115,1445369.22,1068058.2,0.7389518091439639,0,0,0,0,0,1,26.2,0
MPLAD100852,Karnataka,Mysuru,MP_059,Vendor_024,1589273.18,67501.84,0.04247340284192048,0,1,0,0,0,1,85.0,1
MPLAD100853,Madhya Pradesh,Bhopal,MP_033,Vendor_018,1751916.43,1675487.01,0.9563738208676997,0,0,0,0,0,1,28.1,0
MPLAD100854,Jharkhand,Ranchi,MP_109,Vendor_013,1936454.44,1656624.19,0.8554935018249126,0,0,0,0,0,1,22.1,0
MPLAD100855,Maharashtra,Nashik,MP_068,Vendor_082,428795.13,268223.72,0.6255288393783762,0,0,0,0,0,-1,48.1,1
MPLAD100856,Karnataka,Mysuru,MP_034,Vendor_102,1548929.19,1161833.73,0.7500883432895987,0,0,0,0,0,1,18.6,0
MPLAD100857,Haryana,Faridabad,MP_055,Vendor_014,722310.82,709897.77,0.9828148081735784,0,0,0,0,0,1,27.5,0
MPLAD100858,Rajasthan,Jaipur,MP_121,Vendor_021,1537125.12,487708.25,0.3172859799467723,0,0,0,0,0,1,22.0,0
MPLAD100859,Punjab,Jalandhar,MP_139,Vendor_015,1871313.18,1205853.96,0.6443891770163239,0,0,0,0,0,1,24.2,0
MPLAD100860,Tamil Nadu,Coimbatore,MP_128,Vendor_009,1669868.43,1551549.4,0.9291446991425546,0,0,0,0,0,1,32.9,0
MPLAD100861,Tamil Nadu,Madurai,MP_145,Vendor_060,2779405.16,2779405.16,1.0,0,0,0,0,0,1,24.1,0
MPLAD100862,Punjab,Ludhiana,MP_030,Vendor_092,1564953.92,722699.05,0.46180212769459694,0,0,0,0,0,1,22.5,0
MPLAD100863,Haryana,Gurugram,MP_126,Vendor_096,1321355.18,224761.19,0.1700989963955036,0,0,0,0,0,1,14.4,0
MPLAD100864,Punjab,Amritsar,MP_098,Vendor_074,825386.83,347307.56,0.42078156250687937,0,0,0,0,0,1,25.2,0
MPLAD100865,Assam,Silchar,MP_129,Vendor_076,6036309.59,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100866,Haryana,Gurugram,MP_126,Vendor_057,870662.96,183566.97,0.21083585547270783,0,0,0,0,0,1,7.3,0
MPLAD100867,Tamil Nadu,Chennai,MP_066,Vendor_015,1721360.01,658878.62,0.38276631045936754,0,0,0,0,0,1,12.5,0
MPLAD100868,Bihar,Patna,MP_050,Vendor_013,1225791.34,0.0,0.0,0,1,0,0,1,1,85.0,1
MPLAD100869,Tamil Nadu,Madurai,MP_042,Vendor_091,2350666.25,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100870,Gujarat,Ahmedabad,MP_027,Vendor_011,1590051.42,0.0,0.0,0,0,0,0,1,-1,64.8,1
MPLAD100871,Kerala,Kochi,MP_104,Vendor_025,2964434.99,1867282.59,0.6298949365727193,0,0,0,0,0,1,31.1,0
MPLAD100872,Rajasthan,Jaipur,MP_004,Vendor_097,1451748.84,0.0,0.0,0,0,0,0,1,-1,61.9,1
MPLAD100873,Odisha,Cuttack,MP_017,Vendor_100,1388289.13,1260501.72,0.9079533166120807,0,0,0,0,0,-1,53.4,1
MPLAD100874,Rajasthan,Jodhpur,MP_063,Vendor_052,271247.73,261764.24,0.965037532295662,0,0,0,0,0,-1,52.1,1
MPLAD100875,Assam,Silchar,MP_129,Vendor_025,897342.62,316082.6,0.3522429370400349,0,0,0,0,0,1,28.0,0
MPLAD100876,West Bengal,Kolkata,MP_057,Vendor_014,2616597.52,1279642.51,0.48904827747448143,0,0,0,0,0,1,20.9,0
MPLAD100877,Gujarat,Vadodara,MP_093,Vendor_023,3574964.33,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100878,Madhya Pradesh,Indore,MP_150,Vendor_061,548742.74,205737.44,0.37492512429412733,0,0,0,0,0,-1,47.8,1
MPLAD100879,Rajasthan,Jaipur,MP_121,Vendor_044,510428.2,121325.92,0.23769439070960421,0,0,0,0,0,1,14.6,0
MPLAD100880,West Bengal,Kolkata,MP_001,Vendor_100,1258894.32,1119253.57,0.8890766700734657,0,0,0,0,0,-1,44.1,1
MPLAD100881,Maharashtra,Mumbai,MP_067,Vendor_096,1381295.1,1381295.1,1.0,0,0,0,0,0,1,20.1,0
MPLAD100882,Haryana,Faridabad,MP_112,Vendor_039,7778931.43,7505635.29,0.9648671359994235,0,0,0,0,0,1,35.8,0
MPLAD100883,Punjab,Amritsar,MP_012,Vendor_030,442218.87,407707.39,0.9219583732372163,0,0,0,0,0,-1,44.4,1
MPLAD100884,Maharashtra,Mumbai,MP_067,Vendor_105,1783963.79,0.0,0.0,0,0,0,0,1,1,60.0,1
MPLAD100885,Chhattisgarh,Bilaspur,MP_130,Vendor_010,1610085.8,529589.13,0.3289198190556056,0,0,0,0,0,1,29.1,0
